3,Two people laugh.	#nn
7,A man is strolling in the rain	dGvv>dn
7,The person is writing with a pencil	davv>dn
7,A dog is rolling on the ground	davv>dn
7,A dog is running towards a ball	davvndn
7,Two men are walking through the water	#Gvv>dn
7,The lady is slicing up the meat	dnvv>dn
7,The monkey is brushing a bull dog	dnvvdna
7,A man is singing into a microphone	dGvv>dn
7,Three men are looking into the distance	#Gvv>dn
7,Three men are jumping off a wall	#Gvvndn
7,Someone is cooking okra in a pan	pvvn>dn
7,A snowboarder is jumping off the snow	davvndn
7,One girl is jumping on the car	#Gvv>dn
7,Two men are walking through the water	#Gvv>dn
7,A lemur is biting a person's finger	dnvvdan
7,A man is speaking on a podium	dGvv>dn
7,A couple is looking at a map	dnvv>dn
7,A man is dancing on the ceiling	dGvv>dv
7,A dog is running through the snow	davv>dn
7,A woman is chopping up an octopus	dGvv>dn
7,A boy is happily playing the piano	dGvAvdn
7,The parrot is talking into the microphone	dnvv>dn
7,A woman is standing near three children	dGvv>#n
7,One girl is jumping on the car	#Gvv>dn
7,A man is doing a card trick	dGvvdan
7,There is no man cutting a box	EvdGvdn
7,A boy is happily playing the piano	dGvAvdn
7,A dog is rolling on the ground	davv>dn
7,A man is picking up a tree	dGvv>dn
7,Someone is pouring ingredients into a pot	pvvn>dn
7,Some children are playing on a playground	dnvv>dn
7,The girl is trotting on the horse	dGvv>dn
7,A panda bear is eating some bamboo	dnuvvdn
7,A man is speaking on a podium	dGvv>dn
7,The man is playing with a skull	dGvv>dn
7,A dog is playing with a toy	davv>dn
7,A tiger cub is making a sound	dnuvvdn
7,A man is walking in the rain	dGvv>dn
7,Two children are playing in the surf	#nvv>dn
7,A man is cutting a paper plate	dGvvdnu
7,A man is speaking on a stage	dGvv>dn
7,A man is walking down a road	dGvvndn
7,Two boys are talking on the phone	#Gvv>dn
7,A man is riding a mechanical bull	dGvvdan
7,A boy is looking at a calendar	dGvv>dn
7,A man is dancing on the road	dGvv>dn
7,Five adults are sitting on stone steps	#nvv>un
7,A man is cutting a paper plate	dGvvdnu
7,A dog is walking along a snowdrift	davvndn
7,A boy is looking at a calendar	dGvv>dn
7,A woman is wearing an Egyptian headdress	dGvvdPn
7,A skateboarder is jumping in the air	davv>dn
7,Our brother is painting behind the couch.	nuvvndn
7,Her address was Auschwitz, the camp.	puuP_dn
8,A woman carrying her bike through a crowd.	dGvpn>dn
8,People are walking up and down the streets.	nvv>+ndn
8,A tattooed blond woman is holding a purse.	dvaGvvdn
8,Woman with blue hair at a large gathering.	G>an>dnv
8,Someone snowboards up the roof of a barn.	pn>dn>dn
8,A musician is playing an instrument on stage.	dnvvdn>n
8,An old man walks out of a building.	dnGun>dv
8,A girl at bat in a softball game	dG>u>dan
8,A gymnast is performing on the balance beam.	dnvv>dan
8,The surfer is wiped out by the wave.	dnvvn>dn
8,Girl in bathing suit near a rocky shore.	G>vn>dan
8,A small male child playing in the sand.	daGnv>dn
8,Little boy who is playing in the sand.	aGqvv>dn
8,A group of men are carrying playground equipment.	dn>Gvvnn
8,A volleyball player watches a ball approach him.	dnnudnup
8,A yellow Labrador running with its ears flopping.	daPv>rnv
8,Several people sitting outside around a Dalmatian balloon.	nnvnndPn
8,A woman outside of the subway giving directions.	dGn>dnvu
8,A man and a woman entertaining two children.	dG+dGv#n
8,A man talks on his cellphone in private.	dGu>pn>u
8,A black dog is running through some water.	daavv>dn
8,Four women are outside of a Chinese store.	#Gvn>dPn
8,Couple sitting in park near a small waterfall.	nv>n>dan
8,Five people in full gear are mountain climbing.	#n>unvnv
8,A black dog leaps out of the water.	daaun>dn
8,A man in dark glasses holds a cello.	dG>auudn
8,A large crowd of people ice skating outdoors.	dnn>nnvn
8,A man in red is playing the violin.	dG>avvdn
8,An older couple is walking down the street.	dnnvvndn
8,People walking along on a street at night.	nvn>dn>n
8,A man walking out of a portable bathroom.	dGvn>duu
8,A boy flying a red and white kite.	dGvda+aa
8,A man performs bike tricks by a mural.	dGunn>dn
8,Four construction workers standing by a concrete machine.	#nnv>dan
8,A girl is balancing on a wooden beam.	dGvv>dan
8,A group of women posing for a picture.	dn>Gvndn
8,A man in a checkered shirt playing guitar.	dG>dvnvn
8,Man in business attire speaks into a microphone.	G>uuu>dn
8,A group of people playing a board game.	dn>nvdnn
8,Two senor citizens talking on a public street.	#uuv>dnn
8,Two men in brown coats on the street.	#G>an>dn
8,A group of friends talk around a table.	dn>nundn
8,Man wearing a cowboy hat riding a horse.	Gvdnnvdn
8,A blond woman wearing glasses is playing tennis.	daGvuvvn
8,An oriental girl walking in front of water.	dnGv>n>n
8,College aged adults watching Elmo on large television.	PvnvP>nn
8,Four grown men watching Elmo on a television.	#uGvP>dn
8,An older gentleman looking down at his beer.	dnnvn>pn
8,This team of South African athletes have disabilities.	un>Pnuvn
8,Two ladies standing in front of a microphone.	#nv>n>dn
8,Two runners waving as they finish a race.	#uvdpudn
8,A person in a helmet on a motorcycle	da>dn>dn
8,A playground with two children and an adult.	dn>#n+dn
8,Couple sitting in park near a small waterfall.	nv>n>dan
8,A crowd of people walking down a sidewalk.	dn>nvndn
8,A group of people are running a race.	dn>nvvdn
8,A little boy is surrounded by many pigeons.	daGvv>an
8,A woman in a building on a laptop.	dG>dv>dn
8,Two men standing by a fire at night.	#Gv>dn>n
8,People clap while two women play a game.	nu>#Gudn
8,Construction workers on lifts working on a building.	nn>uv>dv
8,A couple of travelers in a train station.	dn>u>dnu
8,A city worker pushing a mobile garbage bin.	dnnvduuu
8,An old man cleaning trash on the street.	dnGvu>dn
8,A blond-haired toddler swinging on a tire swing.	dvnv>duv
8,A family waits to cross a busy street.	dAu>udan
8,A man grills sausages on a street corner.	dGnu>dnn
8,A man playing a white electric guitar outdoors.	dGvdaann
8,A man on a bicycle in the city.	dG>dn>dn
8,Men flee a bull during a bull-riding competition.	Gudn>dvn
8,Older gentleman and woman sitting around debating topics.	nn+Gvnvu
8,Three children playing with a bright yellow toy.	#nv>duan
8,A man wearing glasses and a green bowtie.	dGvu+dan
8,A man at a park is taking pictures.	dG>dnvvn
8,A group of children ride in a boat.	dn>nu>dn
8,A white dog is running into a river.	daavv>dn
8,Two women with short hair are discussing something.	#G>nnvvv
8,Two dogs play on the wooden floor inside.	#nu>dann
8,An oriental girl walking in front of water.	dnGv>n>n
8,Two dogs playing or fighting in the snow.	#nvcv>dn
8,The man in a white shirt is skateboarding.	dG>danvv
8,Two girls are sitting on a wooden floor.	#Gvv>dan
8,A woman sitting down talking on the phone.	dGvnv>dn
8,A person doing a trick on a snowboard.	davdn>dn
8,Dog jumping up with something in its mouth.	av>>v>rn
8,A policeman is next to his German shepherd.	dnvn>pPn
8,Little girl in a tree during the winter.	aG>dn>dn
8,A man on a horse lassos a cow.	dG>dnudn
8,A tattooed blond woman is holding a purse.	dvaGvvdn
8,A motorcyclist is sporting a very colorful helmet.	dnvvdAan
8,A group of people having a dinner party.	dn>nvdan
8,Two dogs biting each other playfully while jumping	#nvdaA>v
8,A brown dog is biting a black dog.	daavvdaa
8,Two people on the beach reading a magazine.	#n>dnvdn
8,Two men are sitting in the sand reading.	#Gvv>dnv
8,Man wearing a cowboy hat riding a horse.	Gvdnnvdn
8,Little girl standing in sand at the beach.	aGv>n>dn
8,The gentlemen are on the boat deck relaxing.	duv>dnnv
8,Police and the crowd look on in Asia.	n+dnv>>P
8,A little child walking on a concrete ledge.	danv>dan
8,Many people outside at a busy street market	ann>dann
8,A man and a woman on a path.	dG+dG>dn
8,Two little girls make sandcastles in a sandbox.	#aGvu>dn
8,Two boys in huge bubbles on the water.	#G>au>dn
8,The young girl happily plays in the tree.	daGAn>dn
8,Two women with short hair are discussing something.	#G>nnvvv
8,A person jumping off a dock into water.	davndn>n
8,A man sitting awkwardly by a masked woman.	dGvA>dvG
8,Three children enjoying treats at an outdoor event.	#nvu>dan
8,Children are eating various stuff at a park.	nvvnu>dn
8,Two older men are walking through a crowd.	#nGvv>dn
8,People milling around on corner of city street.	nvn>n>nn
8,A girl at bat in a softball game	dG>u>dan
8,A man is walking towards an orange van.	dGvvndan
8,A man walking next to an orange van.	dGvn>dan
8,Police and the crowd look on in Asia.	n+dnv>>P
8,A volleyball player watches a ball approach him.	dnnudnup
8,A group of people waiting to ride boats.	dn>nv>un
8,A blond woman wearing glasses is playing tennis.	daGvuvvn
8,A group of people having their picture taken.	dn>nvnnu
8,Two armed police officers are patrolling the streets.	#vnnvvdn
8,A black dog is looking through the fence.	daavv>dn
8,Baby in a rolling harness in the grass.	a>dvu>dn
8,A man is walking down a narrow street.	dGvvndan
8,People walking a sitting in the city streets.	nvdv>dnn
8,A man observes tree that has fell down.	dGunduvn
8,Dog chasing after a ball on the grass.	av>dn>dn
8,A woman with a tissue in her hand.	dG>dn>pu
8,Two women walking down a busy city street.	#Gvndann
8,Police and the crowd look on in Asia.	n+dnv>>P
8,Two young children RIF=ding sleds down the snow.	#anPvndn
8,They are having a stirring conversation amongst nature.	pvvdvunu
8,A female runner running alone near a mountain.	dGuvn>dn
8,Several men are talking on a street corner.	nGvv>dnn
8,A crowd of people on a busy street.	dn>n>dan
8,A boy and two girls with matching uniforms.	dG+#G>vn
8,A kid standing in yellow and green shirt.	dnv>a+an
8,A black dog leaps out of the water.	daaun>dn
8,Two young children RIF=ding sleds down the snow.	#anPvndn
8,People sit and walk through a crowded area.	nu+u>dvn
8,Two senor citizens talking on a public street.	#uuv>dnn
8,Two men in brown coats on the street.	#G>an>dn
8,A man is skating on a vert ramp	dGvv>dan
8,Two dogs are playing in a grassy field	#nvv>dan
8,Two men in red robes performing martial arts.	#G>auvuu
8,Two elderly people in a dimly lit area.	#An>dAun
8,Black dog amid white animals in the field.	aauan>dn
8,A dog looking over the backs of sheep.	dav>dn>n
8,Four construction workers standing by a concrete machine.	#nnv>dan
8,Woman sitting down selling vegetables and other items.	Gvnvn+au
8,A skateboarder jumping in front of a building.	dav>n>dv
8,A girl is standing on a jungle gym.	dGvv>dan
8,A group of men and women dancing outside.	dn>G+Gvn
8,A man who just came from a swim.	dGquv>dn
8,A wet man in a black tank top.	duG>daun
8,Two people are walking on a striped path.	#nvv>dvn
8,A woman smiles while holding a clear gun.	dGu>vdan
8,Four women are performing a synchronized swimming routine.	#Gvvdvvn
8,Four women participate in synchronized swimming at dark.	#Gn>vv>a
8,Four women are dancing around in the water.	#Gvvn>dn
8,A child with a bucket over their head.	dn>dn>nn
8,Two people standing with bags on a sidewalk.	#nv>n>dn
8,Several people sitting around a campfire at night.	nnvndu>n
8,A brown and white dog playing on grass.	da+aav>n
8,A dog is playing on the green grass	davv>dan
8,A group of teens waving at the camera.	dn>nv>dn
8,A musician is playing an instrument on stage.	dnvvdn>n
8,Couple sitting in park near a small waterfall.	nv>n>dan
8,Four construction workers standing by a concrete machine.	#nnv>dan
8,Two teenage girls are texting in the park.	#nGvv>dn
8,The girls take a break in the afternoon.	dGvdn>dn
8,A group of people sitting on a sidewalk.	dn>nv>dn
8,Tourists walk and gather in a crowded city.	uu+u>dvn
8,A cat is playing with a stuffed bear	dnvv>dvu
8,A girl is diving into a swimming pool	dGvv>dvn
8,The water is being drunk by a dog	dnvvn>da
8,A fish is being cut by a man	dnvvn>dG
8,Four girls are doing backbends and playing outdoors	#Gvvn+vn
8,Some persons are riding and paddling a raft	davv+vdn
8,The potato isn't being peeled by a woman	dnCvv>dG
8,Two balls are bouncing against some colorful kids	#nvvndan
8,A dog is not running towards a ball	davnvndn
8,The boy is sitting near the blue ocean	dGvv>dan
8,A man is not rinsing a large steak	dGvnvdnu
8,Some children are wearing black tights and hopping	dnvvau+v
8,There is no lady cutting up some meat	Evdnv>dn
8,Two people are ignoring the nearby gold statue	#nvvdann
8,The boy in the blue coverall is painting	dG>danvv
8,A little boy is topless and is serious	daGvn+vu
8,A biker wearing black is breaking the gears	dnvavvdn
8,The cop is sitting on a police bicycle	dnvv>dnn
8,The man is pouring oil into a pan	dGvvn>dn
8,There is no cat swinging on a fan	Evdnv>dn
8,A young child is splashing in the water	danvv>dn
8,Two people are sitting comfortably on the bench	#nvvA>dn
8,A few swimmers are racing in a lake	danvv>dn
8,The woman is not playing an electric guitar	dGvnvdan
8,Some swimmers are getting out of a lake	dnvvn>dn
8,A person is jotting something with a pencil	davvv>dn
8,A prey is quickly running behind the cheetah	duvAvndu
8,A woman is pouring eggs into a pan	dGvvn>dn
8,The woman is poking holes in the potato	dGvvn>dn
8,The deer is not jumping over the fence	dnvnv>dn
8,A man is jumping off a low wall	dGvvndan
8,The person is not standing on white ice	davnv>an
8,A boat is sailing quietly over the water	dnvvA>dn
8,A dog is not running towards a ball	davnvndn
8,The man's jumper is in the empty pool	duuv>dan
8,A piano is being played by a person	dnvvv>da
8,A bride in a white dress is running	du>danvv
8,The lady is carefully slicing up the meat	dnvAv>dn
8,A woman is riding a scooter for water	dGvvdnnn
8,Two cats are playing with a red ball	#nvv>dan
8,A toy train is missing a toy car	dnnvvdnn
8,The young child is splashing in the water	danvv>dn
8,The snowboarder is jumping off a snowy hill	davvndan
8,Rollerbladers are rolling in formation down a hill	uvv>undn
8,A blonde man is hanging by gymnastic ropes	duGvv>uu
8,A podium is where a man is speaking	dnvqdGvv
8,A couple is looking at a street guide	dnvv>dnu
8,An animal is being ridden by a woman	dnvvn>dG
8,The animal with big eyes is voraciously eating	dn>auvAv
8,Music is being performed by four people outdoors	nvvv>#nn
8,The brown dog is running in the snow	daavv>dn
8,There is no woman chopping up an octopus	EvdGv>dn
8,A tomato is being sliced by a woman	dnvvv>dG
8,A guitar is being played by a boy	dnvvv>dG
8,A woman is dipping a prawn in batter	dGvvdu>u
8,People are sitting around a bonfire at night	nvvndu>n
8,One young lady is jumping on the car	#anvv>dn
8,There is no biker jumping in the air	Evdnv>dn
8,The piano player is being a tough man	dnnvvduG
8,Two children are playing soccer in the park	#nvva>dn
8,The drums are being played by a man	dnvvv>dG
8,A man is removing vegetables from a pot	dGvvn>dn
8,Two black puppies are playing near a pool	#anvv>dn
8,A young girl is standing on one leg	daGvv>#n
8,The guitar is being played by a man	dnvvv>dG
8,The panda bear is resting on the logs	dnuvv>dn
8,The man is doing exercises in a gym	dGvvn>dn
8,There is no tiger cub making a sound	Evdnuvdn
8,There is no man walking in the rain	EvdGv>dn
8,Two children are not playing in the surf	#nvnv>dn
8,There is no man cutting a paper plate	EvdGvdnu
8,Two frightened boys are talking on the phone	#vGvv>dn
8,A cyclist on a yellow bike is airborne	dn>danvu
8,A girl is speeding down a steep slide	dGvvndan
8,Some children are not playing on a playground	dnvnv>dn
8,A chubby faced boy is wearing dark glasses	duvGvvau
8,A horse is being ridden by a man	dnvvn>dG
8,One man is sitting steadily on the chair	#GvvA>dn
8,A lone bicyclist is putting down a bike	dunvvndn
8,A woman is slicing meat with a knife	dGvvn>dn
8,A sea turtle is not hunting for fish	dnnvnvnn
8,There is no man playing with a skull	EvdGv>dn
8,An onion is being cut by a man	dnvvn>dG
